latitud,longitud,fecha_hora,temperatura,humedad_relativa,precipitacion,radiacion_solar,humeda
3.16,-75.76,2025-09-25 18:00:00,7.4,84,0.0,25.0,0
3.16,-75.76,2025-09-25 19:00:00,6.7,89,0.0,0.0,0
3.16,-75.76,2025-09-25 20:00:00,6.2,94,0.0,0.0,1
3.16,-75.76,2025-09-25 21:00:00,5.7,96,0.0,0.0,1
3.16,-75.76,2025-09-25 22:00:00,5.3,96,0.0,0.0,1
3.16,-75.76,2025-09-25 23:00:00,5.3,90,0.0,0.0,0
3.16,-75.76,2025-09-26 00:00:00,5.3,86,0.0,0.0,0
3.16,-75.76,2025-09-26 01:00:00,5.1,89,0.0,0.0,0
3.16,-75.76,2025-09-26 02:00:00,5.0,86,0.0,0.0,0
3.16,-75.76,2025-09-26 03:00:00,4.9,84,0.0,0.0,0
3.16,-75.76,2025-09-26 04:00:00,4.9,82,0.0,0.0,0
3.16,-75.76,2025-09-26 05:00:00,4.7,83,0.0,0.0,0
3.16,-75.76,2025-09-26 06:00:00,4.6,84,0.0,1.0,0
3.16,-75.76,2025-09-26 07:00:00,5.7,79,0.0,110.0,0
3.16,-75.76,2025-09-26 08:00:00,7.4,72,0.0,367.0,0
3.16,-75.76,2025-09-26 09:00:00,8.6,69,0.0,581.0,0
3.16,-75.76,2025-09-26 10:00:00,9.2,68,0.0,630.0,0
3.16,-75.76,2025-09-26 11:00:00,9.6,67,0.0,644.0,0
3.16,-75.76,2025-09-26 12:00:00,10.1,67,0.0,581.0,0
3.16,-75.76,2025-09-26 13:00:00,10.1,70,0.0,656.0,0
3.16,-75.76,2025-09-26 14:00:00,10.4,70,0.0,544.0,0
3.16,-75.76,2025-09-26 15:00:00,9.8,72,0.0,369.0,0
3.16,-75.76,2025-09-26 16:00:00,9.0,76,0.0,205.0,0
3.16,-75.76,2025-09-26 17:00:00,8.0,82,0.0,72.0,0
3.16,-75.76,2025-09-26 18:00:00,7.4,85,0.0,15.0,0
3.16,-75.76,2025-09-26 19:00:00,6.7,87,0.0,0.0,0
3.16,-75.76,2025-09-26 20:00:00,6.4,89,0.0,0.0,0
3.16,-75.76,2025-09-26 21:00:00,6.1,93,0.0,0.0,1
3.16,-75.76,2025-09-26 22:00:00,5.8,94,0.0,0.0,1
3.16,-75.76,2025-09-26 23:00:00,5.4,96,0.0,0.0,1
3.16,-75.76,2025-09-27 00:00:00,5.3,91,0.0,0.0,1
3.16,-75.76,2025-09-27 01:00:00,5.4,88,0.0,0.0,0
3.16,-75.76,2025-09-27 02:00:00,5.2,82,0.0,0.0,0
3.16,-75.76,2025-09-27 03:00:00,5.4,79,0.0,0.0,0
3.16,-75.76,2025-09-27 04:00:00,5.1,82,0.0,0.0,0
3.16,-75.76,2025-09-27 05:00:00,5.0,83,0.0,0.0,0
3.16,-75.76,2025-09-27 06:00:00,4.9,84,0.0,1.0,0
3.16,-75.76,2025-09-27 07:00:00,5.9,86,0.0,121.0,0
3.16,-75.76,2025-09-27 08:00:00,7.9,73,0.0,395.0,0
3.16,-75.76,2025-09-27 09:00:00,9.6,66,0.0,652.0,0
3.16,-75.76,2025-09-27 10:00:00,10.3,63,0.0,735.0,0
3.16,-75.76,2025-09-27 11:00:00,10.7,62,0.0,639.0,0
3.16,-75.76,2025-09-27 12:00:00,10.9,62,0.0,592.0,0
3.16,-75.76,2025-09-27 13:00:00,10.7,68,0.0,498.0,0
3.16,-75.76,2025-09-27 14:00:00,10.0,77,0.1,348.0,0
3.16,-75.76,2025-09-27 15:00:00,9.2,83,0.4,222.0,0
3.16,-75.76,2025-09-27 16:00:00,9.0,85,0.4,217.0,0
3.16,-75.76,2025-09-27 17:00:00,8.3,89,0.8,92.0,0
3.16,-75.76,2025-09-27 18:00:00,7.6,90,0.1,21.0,0
3.16,-75.76,2025-09-27 19:00:00,7.4,86,0.0,0.0,0
3.16,-75.76,2025-09-27 20:00:00,7.1,87,0.0,0.0,0
3.16,-75.76,2025-09-27 21:00:00,6.7,90,0.0,0.0,0
3.16,-75.76,2025-09-27 22:00:00,6.5,90,0.0,0.0,0
3.16,-75.76,2025-09-27 23:00:00,6.2,92,0.0,0.0,1
3.16,-75.76,2025-09-28 00:00:00,5.9,92,0.0,0.0,1
3.16,-75.76,2025-09-28 01:00:00,5.9,95,0.0,0.0,1
3.16,-75.76,2025-09-28 02:00:00,5.8,95,0.0,0.0,1
3.16,-75.76,2025-09-28 03:00:00,5.5,93,0.0,0.0,1
3.16,-75.76,2025-09-28 04:00:00,5.8,86,0.0,0.0,0
3.16,-75.76,2025-09-28 05:00:00,5.3,87,0.0,0.0,0
3.16,-75.76,2025-09-28 06:00:00,5.3,88,0.0,1.0,0
3.16,-75.76,2025-09-28 07:00:00,6.1,88,0.0,95.0,0
3.16,-75.76,2025-09-28 08:00:00,8.0,77,0.0,353.0,0
3.16,-75.76,2025-09-28 09:00:00,9.3,72,0.0,521.0,0
3.16,-75.76,2025-09-28 10:00:00,10.4,66,0.0,572.0,0
3.16,-75.76,2025-09-28 11:00:00,10.6,65,0.0,561.0,0
3.16,-75.76,2025-09-28 12:00:00,10.9,66,0.0,554.0,0
3.16,-75.76,2025-09-28 13:00:00,10.4,70,0.2,441.0,0
3.16,-75.76,2025-09-28 14:00:00,10.1,71,0.0,364.0,0
3.16,-75.76,2025-09-28 15:00:00,9.9,73,0.0,378.0,0
3.16,-75.76,2025-09-28 16:00:00,9.2,76,0.0,188.0,0
3.16,-75.76,2025-09-28 17:00:00,8.6,78,0.0,81.0,0
3.16,-75.76,2025-09-28 18:00:00,7.8,84,0.0,19.0,0
3.16,-75.76,2025-09-28 19:00:00,7.1,84,0.0,0.0,0
3.16,-75.76,2025-09-28 20:00:00,6.7,86,0.0,0.0,0
3.16,-75.76,2025-09-28 21:00:00,6.1,89,0.0,0.0,0
3.16,-75.76,2025-09-28 22:00:00,5.5,93,0.0,0.0,1
3.16,-75.76,2025-09-28 23:00:00,5.3,92,0.0,0.0,1
3.16,-75.76,2025-09-29 00:00:00,5.2,92,0.0,0.0,1
3.16,-75.76,2025-09-29 01:00:00,5.3,96,0.0,0.0,1
3.16,-75.76,2025-09-29 02:00:00,5.4,93,0.0,0.0,1
3.16,-75.76,2025-09-29 03:00:00,5.2,93,0.0,0.0,1
3.16,-75.76,2025-09-29 04:00:00,5.0,93,0.0,0.0,1
3.16,-75.76,2025-09-29 05:00:00,5.1,91,0.0,0.0,1
3.16,-75.76,2025-09-29 06:00:00,5.2,90,0.0,1.0,0
3.16,-75.76,2025-09-29 07:00:00,6.3,86,0.0,111.0,0
3.16,-75.76,2025-09-29 08:00:00,8.1,77,0.0,363.0,0
3.16,-75.76,2025-09-29 09:00:00,9.7,70,0.0,605.0,0
3.16,-75.76,2025-09-29 10:00:00,10.6,64,0.0,649.0,0
3.16,-75.76,2025-09-29 11:00:00,10.9,61,0.0,617.0,0
3.16,-75.76,2025-09-29 12:00:00,11.3,62,0.0,623.0,0
3.16,-75.76,2025-09-29 13:00:00,10.5,70,0.0,459.0,0
3.16,-75.76,2025-09-29 14:00:00,10.2,71,0.2,400.0,0
3.16,-75.76,2025-09-29 15:00:00,9.8,74,0.0,325.0,0
3.16,-75.76,2025-09-29 16:00:00,9.5,75,0.0,232.0,0
3.16,-75.76,2025-09-29 17:00:00,9.0,78,0.0,145.0,0
3.16,-75.76,2025-09-29 18:00:00,8.1,83,0.0,26.0,0
3.16,-75.76,2025-09-29 19:00:00,7.4,85,0.0,0.0,0
3.16,-75.76,2025-09-29 20:00:00,7.2,89,0.0,0.0,0
3.16,-75.76,2025-09-29 21:00:00,7.0,92,0.0,0.0,1
3.16,-75.76,2025-09-29 22:00:00,6.8,93,0.0,0.0,1
3.16,-75.76,2025-09-29 23:00:00,6.7,94,0.0,0.0,1
3.16,-75.76,2025-09-30 00:00:00,6.5,93,0.0,0.0,1
3.16,-75.76,2025-09-30 01:00:00,6.5,96,0.0,0.0,1
3.16,-75.76,2025-09-30 02:00:00,6.0,97,0.0,0.0,1
3.16,-75.76,2025-09-30 03:00:00,5.7,96,0.0,0.0,1
3.16,-75.76,2025-09-30 04:00:00,5.4,95,0.0,0.0,1
3.16,-75.76,2025-09-30 05:00:00,5.2,93,0.0,0.0,1
3.16,-75.76,2025-09-30 06:00:00,5.1,94,0.0,1.0,1
3.16,-75.76,2025-09-30 07:00:00,5.9,93,0.0,99.0,1
3.16,-75.76,2025-09-30 08:00:00,7.4,84,0.0,276.0,0
3.16,-75.76,2025-09-30 09:00:00,8.8,76,0.0,443.0,0
3.16,-75.76,2025-09-30 10:00:00,9.6,71,0.0,429.0,0
3.16,-75.76,2025-09-30 11:00:00,10.5,71,0.0,540.0,0
3.16,-75.76,2025-09-30 12:00:00,9.6,79,0.5,311.0,0
3.16,-75.76,2025-09-30 13:00:00,8.5,84,1.3,276.0,0
3.16,-75.76,2025-09-30 14:00:00,8.4,86,0.9,221.0,0
3.16,-75.76,2025-09-30 15:00:00,8.4,84,0.2,229.0,0
3.16,-75.76,2025-09-30 16:00:00,8.2,84,0.6,164.0,0
3.16,-75.76,2025-09-30 17:00:00,7.8,84,0.0,103.0,0
3.16,-75.76,2025-09-30 18:00:00,7.1,87,0.0,30.0,0
3.16,-75.76,2025-09-30 19:00:00,6.5,91,0.0,0.0,1
3.16,-75.76,2025-09-30 20:00:00,6.1,94,0.0,0.0,1
3.16,-75.76,2025-09-30 21:00:00,5.8,95,0.0,0.0,1
3.16,-75.76,2025-09-30 22:00:00,5.7,92,0.0,0.0,1
3.16,-75.76,2025-09-30 23:00:00,5.8,88,0.0,0.0,0
4.81,-75.87,2025-09-01 00:00:00,17.4,99,2.0,0.0,1
4.81,-75.87,2025-09-01 01:00:00,17.8,99,1.3,0.0,1
4.81,-75.87,2025-09-01 02:00:00,17.9,99,0.9,0.0,1
4.81,-75.87,2025-09-01 03:00:00,18.0,99,0.7,0.0,1
4.81,-75.87,2025-09-01 04:00:00,18.1,99,0.4,0.0,1
4.81,-75.87,2025-09-01 05:00:00,18.1,98,0.4,0.0,1
4.81,-75.87,2025-09-01 06:00:00,18.0,99,0.7,0.0,1
4.81,-75.87,2025-09-01 07:00:00,18.5,98,0.4,20.0,1
4.81,-75.87,2025-09-01 08:00:00,19.7,94,0.0,163.0,1
4.81,-75.87,2025-09-01 09:00:00,22.1,83,0.0,455.0,0
4.81,-75.87,2025-09-01 10:00:00,25.7,64,0.0,770.0,0
4.81,-75.87,2025-09-01 11:00:00,27.5,56,0.0,933.0,0
4.81,-75.87,2025-09-01 12:00:00,29.0,51,0.0,1017.0,0
4.81,-75.87,2025-09-01 13:00:00,29.7,48,0.0,1021.0,0
4.81,-75.87,2025-09-01 14:00:00,28.9,51,0.0,791.0,0
4.81,-75.87,2025-09-01 15:00:00,25.1,67,0.1,280.0,0
4.81,-75.87,2025-09-01 16:00:00,23.0,78,0.3,174.0,0
4.81,-75.87,2025-09-01 17:00:00,21.4,91,1.3,99.0,1
4.81,-75.87,2025-09-01 18:00:00,19.8,95,2.9,43.0,1
4.81,-75.87,2025-09-01 19:00:00,19.1,98,2.2,0.0,1
4.81,-75.87,2025-09-01 20:00:00,18.5,98,2.0,0.0,1
4.81,-75.87,2025-09-01 21:00:00,18.2,98,0.9,0.0,1
4.81,-75.87,2025-09-01 22:00:00,17.9,98,0.6,0.0,1
4.81,-75.87,2025-09-01 23:00:00,17.7,99,1.5,0.0,1
4.81,-75.87,2025-09-02 00:00:00,18.0,99,2.1,0.0,1
4.81,-75.87,2025-09-02 01:00:00,18.2,99,2.5,0.0,1
4.81,-75.87,2025-09-02 02:00:00,18.2,99,1.7,0.0,1
4.81,-75.87,2025-09-02 03:00:00,18.1,99,1.2,0.0,1
4.81,-75.87,2025-09-02 04:00:00,18.1,100,0.3,0.0,1
4.81,-75.87,2025-09-02 05:00:00,18.0,99,0.0,0.0,1
4.81,-75.87,2025-09-02 06:00:00,17.4,99,0.0,0.0,1
4.81,-75.87,2025-09-02 07:00:00,18.6,98,0.0,68.0,1
4.81,-75.87,2025-09-02 08:00:00,20.4,92,0.0,310.0,1
4.81,-75.87,2025-09-02 09:00:00,22.6,81,0.0,514.0,0
4.81,-75.87,2025-09-02 10:00:00,25.9,63,0.0,746.0,0
4.81,-75.87,2025-09-02 11:00:00,28.4,53,0.0,928.0,0
4.81,-75.87,2025-09-02 12:00:00,29.6,47,0.0,1014.0,0
4.81,-75.87,2025-09-02 13:00:00,29.8,46,0.0,1023.0,0
4.81,-75.87,2025-09-02 14:00:00,29.3,49,0.0,833.0,0
4.81,-75.87,2025-09-02 15:00:00,26.4,62,0.0,376.0,0
4.81,-75.87,2025-09-02 16:00:00,24.3,72,0.8,223.0,0
4.81,-75.87,2025-09-02 17:00:00,21.9,86,2.3,32.0,0
4.81,-75.87,2025-09-02 18:00:00,20.4,93,4.5,3.0,1
4.81,-75.87,2025-09-02 19:00:00,19.6,97,3.4,0.0,1
4.81,-75.87,2025-09-02 20:00:00,19.4,97,0.1,0.0,1
4.81,-75.87,2025-09-02 21:00:00,18.7,98,0.0,0.0,1
4.81,-75.87,2025-09-02 22:00:00,18.6,98,0.0,0.0,1
4.81,-75.87,2025-09-02 23:00:00,18.2,99,1.9,0.0,1
4.81,-75.87,2025-09-03 00:00:00,17.7,99,2.3,0.0,1
4.81,-75.87,2025-09-03 01:00:00,17.9,99,1.7,0.0,1
4.81,-75.87,2025-09-03 02:00:00,17.9,99,0.7,0.0,1
4.81,-75.87,2025-09-03 03:00:00,17.8,98,0.6,0.0,1
4.81,-75.87,2025-09-03 04:00:00,17.4,99,0.5,0.0,1
4.81,-75.87,2025-09-03 05:00:00,17.2,99,0.2,0.0,1
4.81,-75.87,2025-09-03 06:00:00,16.9,99,0.0,0.0,1
4.81,-75.87,2025-09-03 07:00:00,17.7,97,0.0,70.0,1
4.81,-75.87,2025-09-03 08:00:00,19.6,91,0.0,304.0,1
4.81,-75.87,2025-09-03 09:00:00,22.4,77,0.0,542.0,0
4.81,-75.87,2025-09-03 10:00:00,25.6,59,0.0,753.0,0
4.81,-75.87,2025-09-03 11:00:00,27.8,51,0.0,905.0,0
4.81,-75.87,2025-09-03 12:00:00,29.4,46,0.0,989.0,0
4.81,-75.87,2025-09-03 13:00:00,30.3,43,0.0,988.0,0
4.81,-75.87,2025-09-03 14:00:00,30.6,41,0.0,933.0,0
4.81,-75.87,2025-09-03 15:00:00,29.2,47,0.0,637.0,0
4.81,-75.87,2025-09-03 16:00:00,26.4,60,0.2,345.0,0
4.81,-75.87,2025-09-03 17:00:00,25.5,60,0.0,182.0,0
4.81,-75.87,2025-09-03 18:00:00,23.8,64,0.0,50.0,0
4.81,-75.87,2025-09-03 19:00:00,23.2,68,0.0,0.0,0
4.81,-75.87,2025-09-03 20:00:00,22.4,72,0.0,0.0,0
4.81,-75.87,2025-09-03 21:00:00,21.6,77,0.4,0.0,0
4.81,-75.87,2025-09-03 22:00:00,21.3,78,0.0,0.0,0
4.81,-75.87,2025-09-03 23:00:00,20.6,81,0.0,0.0,0
4.81,-75.87,2025-09-04 00:00:00,20.2,83,0.2,0.0,0
4.81,-75.87,2025-09-04 01:00:00,20.0,82,0.7,0.0,0
4.81,-75.87,2025-09-04 02:00:00,19.8,85,1.8,0.0,0
4.81,-75.87,2025-09-04 03:00:00,19.4,87,1.8,0.0,0
4.81,-75.87,2025-09-04 04:00:00,19.2,89,0.8,0.0,0
4.81,-75.87,2025-09-04 05:00:00,19.3,90,0.3,0.0,0
4.81,-75.87,2025-09-04 06:00:00,19.3,89,0.0,0.0,0
4.81,-75.87,2025-09-04 07:00:00,19.1,94,0.0,52.0,1
4.81,-75.87,2025-09-04 08:00:00,21.2,82,0.0,218.0,0
4.81,-75.87,2025-09-04 09:00:00,22.5,76,0.0,392.0,0
4.81,-75.87,2025-09-04 10:00:00,24.0,68,0.0,504.0,0
4.81,-75.87,2025-09-04 11:00:00,24.9,65,0.0,530.0,0
4.81,-75.87,2025-09-04 12:00:00,26.1,62,0.0,594.0,0
4.81,-75.87,2025-09-04 13:00:00,26.3,60,0.0,781.0,0
4.81,-75.87,2025-09-04 14:00:00,27.0,56,0.0,677.0,0
4.81,-75.87,2025-09-04 15:00:00,25.6,62,0.3,496.0,0
4.81,-75.87,2025-09-04 16:00:00,24.7,65,0.7,358.0,0
4.81,-75.87,2025-09-04 17:00:00,24.1,64,0.0,183.0,0
4.81,-75.87,2025-09-04 18:00:00,22.8,68,0.0,49.0,0
4.81,-75.87,2025-09-04 19:00:00,21.9,68,0.0,0.0,0
4.81,-75.87,2025-09-04 20:00:00,21.3,72,0.0,0.0,0
4.81,-75.87,2025-09-04 21:00:00,20.9,75,0.0,0.0,0
4.81,-75.87,2025-09-04 22:00:00,20.8,77,0.0,0.0,0
4.81,-75.87,2025-09-04 23:00:00,20.4,79,0.0,0.0,0
4.81,-75.87,2025-09-05 00:00:00,19.9,82,0.0,0.0,0
4.81,-75.87,2025-09-05 01:00:00,19.4,86,0.0,0.0,0
4.81,-75.87,2025-09-05 02:00:00,19.3,87,0.0,0.0,0
4.81,-75.87,2025-09-05 03:00:00,19.1,89,0.0,0.0,0
4.81,-75.87,2025-09-05 04:00:00,18.8,90,0.0,0.0,0
4.81,-75.87,2025-09-05 05:00:00,18.9,90,0.0,0.0,0
4.81,-75.87,2025-09-05 06:00:00,19.1,88,0.0,0.0,0
4.81,-75.87,2025-09-05 07:00:00,18.9,91,0.0,42.0,1
4.81,-75.87,2025-09-05 08:00:00,21.0,80,0.0,207.0,0
4.81,-75.87,2025-09-05 09:00:00,22.5,72,0.0,383.0,0
4.81,-75.87,2025-09-05 10:00:00,23.4,69,0.2,468.0,0
4.81,-75.87,2025-09-05 11:00:00,24.4,66,0.1,539.0,0
4.81,-75.87,2025-09-05 12:00:00,25.2,64,0.1,587.0,0
4.81,-75.87,2025-09-05 13:00:00,26.7,57,0.1,613.0,0
4.81,-75.87,2025-09-05 14:00:00,26.5,57,0.2,635.0,0
4.81,-75.87,2025-09-05 15:00:00,26.1,57,0.0,513.0,0
4.81,-75.87,2025-09-05 16:00:00,25.2,58,0.0,348.0,0
4.81,-75.87,2025-09-05 17:00:00,24.0,60,0.0,162.0,0
4.81,-75.87,2025-09-05 18:00:00,22.6,66,0.0,45.0,0
4.81,-75.87,2025-09-05 19:00:00,21.7,70,0.0,0.0,0
4.81,-75.87,2025-09-05 20:00:00,21.2,72,0.0,0.0,0
4.81,-75.87,2025-09-05 21:00:00,20.6,76,0.1,0.0,0
4.81,-75.87,2025-09-05 22:00:00,20.0,81,0.4,0.0,0
4.81,-75.87,2025-09-05 23:00:00,19.6,83,0.1,0.0,0
4.81,-75.87,2025-09-06 00:00:00,19.3,85,0.0,0.0,0
4.81,-75.87,2025-09-06 01:00:00,19.1,84,0.0,0.0,0
4.81,-75.87,2025-09-06 02:00:00,18.9,87,0.1,0.0,0
4.81,-75.87,2025-09-06 03:00:00,18.7,89,0.4,0.0,0
4.81,-75.87,2025-09-06 04:00:00,18.5,91,0.1,0.0,1
4.81,-75.87,2025-09-06 05:00:00,18.3,92,0.1,0.0,1
4.81,-75.87,2025-09-06 06:00:00,18.1,92,0.0,0.0,1
4.81,-75.87,2025-09-06 07:00:00,18.5,94,0.0,68.0,1
4.81,-75.87,2025-09-06 08:00:00,20.9,78,0.0,293.0,0
4.81,-75.87,2025-09-06 09:00:00,22.5,71,0.0,494.0,0
4.81,-75.87,2025-09-06 10:00:00,23.7,65,0.0,521.0,0
4.81,-75.87,2025-09-06 11:00:00,25.3,57,0.0,685.0,0
4.81,-75.87,2025-09-06 12:00:00,26.7,52,0.0,747.0,0
4.81,-75.87,2025-09-06 13:00:00,27.0,56,0.1,744.0,0
4.81,-75.87,2025-09-06 14:00:00,26.5,57,0.2,705.0,0
4.81,-75.87,2025-09-06 15:00:00,25.9,56,0.0,522.0,0
4.81,-75.87,2025-09-06 16:00:00,24.9,59,0.0,316.0,0
4.81,-75.87,2025-09-06 17:00:00,23.7,63,0.0,179.0,0
4.81,-75.87,2025-09-06 18:00:00,22.4,68,0.0,50.0,0
4.81,-75.87,2025-09-06 19:00:00,21.9,69,0.0,0.0,0
4.81,-75.87,2025-09-06 20:00:00,21.3,73,0.0,0.0,0
4.81,-75.87,2025-09-06 21:00:00,20.6,79,0.3,0.0,0
4.81,-75.87,2025-09-06 22:00:00,20.3,83,0.0,0.0,0
4.81,-75.87,2025-09-06 23:00:00,19.9,86,0.4,0.0,0
4.81,-75.87,2025-09-07 00:00:00,19.5,88,0.0,0.0,0
4.81,-75.87,2025-09-07 01:00:00,19.4,85,0.0,0.0,0
4.81,-75.87,2025-09-07 02:00:00,19.1,87,0.0,0.0,0
4.81,-75.87,2025-09-07 03:00:00,18.8,89,0.0,0.0,0
4.81,-75.87,2025-09-07 04:00:00,18.8,90,0.0,0.0,0
4.81,-75.87,2025-09-07 05:00:00,18.7,91,0.0,0.0,1
4.81,-75.87,2025-09-07 06:00:00,18.8,89,0.0,0.0,0
4.81,-75.87,2025-09-07 07:00:00,18.8,91,0.0,60.0,1
4.81,-75.87,2025-09-07 08:00:00,20.9,79,0.0,219.0,0
4.81,-75.87,2025-09-07 09:00:00,22.5,71,0.0,391.0,0
4.81,-75.87,2025-09-07 10:00:00,23.6,67,0.1,477.0,0
4.81,-75.87,2025-09-07 11:00:00,24.7,63,0.0,576.0,0
4.81,-75.87,2025-09-07 12:00:00,25.1,61,0.0,611.0,0
4.81,-75.87,2025-09-07 13:00:00,25.8,59,0.0,503.0,0
4.81,-75.87,2025-09-07 14:00:00,26.1,57,0.3,675.0,0
4.81,-75.87,2025-09-07 15:00:00,25.2,59,0.4,502.0,0
4.81,-75.87,2025-09-07 16:00:00,24.7,59,0.1,345.0,0
4.81,-75.87,2025-09-07 17:00:00,23.9,61,0.0,184.0,0
4.81,-75.87,2025-09-07 18:00:00,22.8,66,0.0,50.0,0
4.81,-75.87,2025-09-07 19:00:00,21.6,71,0.0,0.0,0
4.81,-75.87,2025-09-07 20:00:00,20.9,74,0.0,0.0,0
4.81,-75.87,2025-09-07 21:00:00,20.3,77,0.0,0.0,0
4.81,-75.87,2025-09-07 22:00:00,19.8,80,0.0,0.0,0
4.81,-75.87,2025-09-07 23:00:00,19.4,83,0.0,0.0,0
4.81,-75.87,2025-09-08 00:00:00,18.8,87,0.0,0.0,0
4.81,-75.87,2025-09-08 01:00:00,18.1,87,0.0,0.0,0
4.81,-75.87,2025-09-08 02:00:00,17.8,89,0.0,0.0,0
4.81,-75.87,2025-09-08 03:00:00,17.7,90,0.0,0.0,0
4.81,-75.87,2025-09-08 04:00:00,17.6,90,0.0,0.0,0
4.81,-75.87,2025-09-08 05:00:00,17.4,91,0.0,0.0,1
4.81,-75.87,2025-09-08 06:00:00,17.2,92,0.0,0.0,1
4.81,-75.87,2025-09-08 07:00:00,17.8,90,0.0,52.0,0
4.81,-75.87,2025-09-08 08:00:00,21.1,75,0.0,256.0,0
4.81,-75.87,2025-09-08 09:00:00,23.0,64,0.0,472.0,0
4.81,-75.87,2025-09-08 10:00:00,24.4,61,0.0,598.0,0
4.81,-75.87,2025-09-08 11:00:00,25.9,56,0.0,723.0,0
4.81,-75.87,2025-09-08 12:00:00,27.3,50,0.0,814.0,0
4.81,-75.87,2025-09-08 13:00:00,28.8,46,0.0,707.0,0
4.81,-75.87,2025-09-08 14:00:00,29.0,44,0.0,717.0,0
4.81,-75.87,2025-09-08 15:00:00,27.6,48,0.1,529.0,0
4.81,-75.87,2025-09-08 16:00:00,25.5,58,0.6,376.0,0
4.81,-75.87,2025-09-08 17:00:00,24.6,59,0.0,187.0,0
4.81,-75.87,2025-09-08 18:00:00,23.1,65,0.0,45.0,0
4.81,-75.87,2025-09-08 19:00:00,22.4,68,0.0,0.0,0
4.81,-75.87,2025-09-08 20:00:00,21.7,72,0.0,0.0,0
4.81,-75.87,2025-09-08 21:00:00,21.1,76,0.0,0.0,0
4.81,-75.87,2025-09-08 22:00:00,20.8,78,0.0,0.0,0
4.81,-75.87,2025-09-08 23:00:00,20.3,80,0.0,0.0,0
4.81,-75.87,2025-09-09 00:00:00,19.7,85,0.0,0.0,0
4.81,-75.87,2025-09-09 01:00:00,19.4,85,0.0,0.0,0
4.81,-75.87,2025-09-09 02:00:00,18.8,89,0.0,0.0,0
4.81,-75.87,2025-09-09 03:00:00,18.3,92,0.0,0.0,1
4.81,-75.87,2025-09-09 04:00:00,18.3,91,0.0,0.0,1
4.81,-75.87,2025-09-09 05:00:00,18.0,91,0.0,0.0,1
4.81,-75.87,2025-09-09 06:00:00,17.6,93,0.0,0.0,1
4.81,-75.87,2025-09-09 07:00:00,18.9,89,0.0,71.0,0
4.81,-75.87,2025-09-09 08:00:00,22.1,72,0.0,317.0,0
4.81,-75.87,2025-09-09 09:00:00,24.3,62,0.0,551.0,0
4.81,-75.87,2025-09-09 10:00:00,25.7,60,0.0,702.0,0
4.81,-75.87,2025-09-09 11:00:00,27.3,53,0.0,807.0,0
4.81,-75.87,2025-09-09 12:00:00,29.1,45,0.0,961.0,0
4.81,-75.87,2025-09-09 13:00:00,30.8,39,0.0,819.0,0
4.81,-75.87,2025-09-09 14:00:00,31.2,38,0.0,826.0,0
4.81,-75.87,2025-09-09 15:00:00,28.8,49,0.3,619.0,0
4.81,-75.87,2025-09-09 16:00:00,26.5,60,0.8,395.0,0
4.81,-75.87,2025-09-09 17:00:00,25.5,61,0.0,241.0,0
4.81,-75.87,2025-09-09 18:00:00,24.0,65,0.0,65.0,0
4.81,-75.87,2025-09-09 19:00:00,23.7,67,0.0,0.0,0
4.81,-75.87,2025-09-09 20:00:00,22.9,70,0.0,0.0,0
4.81,-75.87,2025-09-09 21:00:00,21.7,77,0.4,0.0,0
4.81,-75.87,2025-09-09 22:00:00,21.4,78,0.0,0.0,0
4.81,-75.87,2025-09-09 23:00:00,20.8,81,0.0,0.0,0
4.81,-75.87,2025-09-10 00:00:00,20.1,84,0.0,0.0,0
4.81,-75.87,2025-09-10 01:00:00,19.5,88,0.0,0.0,0
4.81,-75.87,2025-09-10 02:00:00,19.1,90,0.0,0.0,0
4.81,-75.87,2025-09-10 03:00:00,18.8,91,0.0,0.0,1
4.81,-75.87,2025-09-10 04:00:00,18.7,92,0.0,0.0,1
4.81,-75.87,2025-09-10 05:00:00,18.6,92,0.0,0.0,1
4.81,-75.87,2025-09-10 06:00:00,18.5,93,0.0,0.0,1
4.81,-75.87,2025-09-10 07:00:00,19.3,91,0.0,74.0,1
4.81,-75.87,2025-09-10 08:00:00,22.7,75,0.0,304.0,0
4.81,-75.87,2025-09-10 09:00:00,25.0,64,0.0,550.0,0
4.81,-75.87,2025-09-10 10:00:00,26.6,59,0.0,680.0,0
4.81,-75.87,2025-09-10 11:00:00,28.2,53,0.0,793.0,0
4.81,-75.87,2025-09-10 12:00:00,29.8,46,0.0,896.0,0
4.81,-75.87,2025-09-10 13:00:00,31.2,39,0.0,902.0,0
4.81,-75.87,2025-09-10 14:00:00,29.2,48,0.1,741.0,0
4.81,-75.87,2025-09-10 15:00:00,27.9,53,0.2,613.0,0
4.81,-75.87,2025-09-10 16:00:00,27.1,53,0.0,427.0,0
4.81,-75.87,2025-09-10 17:00:00,25.9,57,0.0,222.0,0
4.81,-75.87,2025-09-10 18:00:00,24.1,64,0.0,64.0,0
4.81,-75.87,2025-09-10 19:00:00,23.5,66,0.0,0.0,0
4.81,-75.87,2025-09-10 20:00:00,22.7,71,0.0,0.0,0
4.81,-75.87,2025-09-10 21:00:00,22.0,76,0.0,0.0,0
4.81,-75.87,2025-09-10 22:00:00,21.5,79,0.0,0.0,0
4.81,-75.87,2025-09-10 23:00:00,20.9,81,0.0,0.0,0
4.81,-75.87,2025-09-11 00:00:00,20.4,84,0.1,0.0,0
